# ra,dec,radius
258.332303743,22.9230073063,2.0
258.41954065,22.923983114,2.0
257.796181813,22.9234325333,2.0
257.566679965,22.9266255701,2.0
257.367110306,22.9249339975,2.0
258.706184919,22.9316243785,2.0
330.354394492,31.9209476154,2.0
258.344343008,22.9361298115,2.0
330.876126313,31.9412981222,2.0
257.792357269,22.9358726944,2.0
257.974134338,22.9407772784,2.0
258.556173841,22.9401955121,2.0
258.056994951,22.9423379732,2.0
257.4881911,22.9413483661,2.0
258.152432054,22.9427000534,2.0
330.253612513,31.9501473746,2.0
257.868327454,22.9456253975,2.0
258.467259058,22.9477109768,2.0
257.388106301,22.9487228271,2.0
258.454658141,22.9525692254,2.0
16.0387455844,2.30451655576,2.0
257.541842268,22.9633350291,2.0
257.946391545,22.9676606682,2.0
257.305959896,22.9696882814,2.0
258.127224458,22.9681525073,2.0
258.302074226,22.9682698585,2.0
258.009847241,22.9729858919,2.0
257.282752289,22.9713831457,2.0
15.9358241755,2.28299547242,2.0
258.60035308,22.978904295,2.0
257.825385506,22.9793947943,2.0
257.451270412,22.9810773864,2.0
330.419990696,31.9678095916,2.0
258.702553212,22.982757623,2.0
257.88149014,22.9826486597,2.0
257.355370473,22.9852143669,2.0
257.564792958,22.9867391947,2.0
257.960311295,22.9901489918,2.0
257.712278845,22.9883654697,2.0
257.629365963,22.9895142369,2.0
258.334305225,22.9922271523,2.0
257.677757079,22.9962612288,2.0
15.4546140647,2.254997338,2.0
258.004248629,23.0070971264,2.0
258.50368094,23.0077597123,2.0
257.994831947,23.008578325,2.0
257.744051185,23.0181774328,2.0
257.381982253,23.0177638626,2.0
257.542961338,23.0204617574,2.0
330.064641361,32.0063939245,2.0
257.981965639,23.0163360317,2.0
257.768377982,23.0233663497,2.0
257.416881053,23.0305466064,2.0
16.6977070948,2.21854179874,2.0
258.113118927,23.0378381449,2.0
16.2717850581,2.21278881183,2.0
257.880643562,23.0386539068,2.0
258.713261841,23.0456465127,2.0
258.20815717,23.0472312908,2.0
257.974984995,23.048843296,2.0
258.393082131,23.0529927098,2.0
257.757964699,23.0526754131,2.0
258.626635742,23.0536073582,2.0
257.789587337,23.0602220313,2.0
258.642610503,23.0615925481,2.0
258.057221092,23.0646506391,2.0
257.914086727,23.0642163725,2.0
257.80444245,23.0643837359,2.0
258.459628633,23.0647833038,2.0
258.191682679,23.0715591603,2.0
257.814034436,23.0716363866,2.0
